title,sub,link,created
Europees Parlement: Montenegro en Servië mogelijk al in 2025 volwaardig EU-lid,"Nederlands kabinet en Tweede Kamer zien weinig in een versneld uitzicht op EU-toetreding van de Balkanlanden, net als andere noord-Europese EU-landen",https://fd.nl/economie-politiek/1254679/europees-parlement-montenegro-en-servie-in-2025-mogelijk-al-volwaardig-eu-lid,17 mei 18
Na vele teleurstellingen kan Pharming-topman Sijmen de Vries nu oogsten,Eerste kwartaalwinst in twee decennia is 'belangrijke mijlpaal' voor Leids biotechnologiebedrijf,https://fd.nl/profiel/1254588/na-vele-teleurstellingen-kan-pharming-topman-sijmen-de-vries-nu-oogsten,17 mei 18
Rotterdam heeft honderden miljoenen nodig voor aanpak milieu en armoede,Formateurs voor bestuurscoalitie signaleren 'gigantische' opgaven voor de stad,https://fd.nl/economie-politiek/1254675/honderden-miljoenen-euro-s-nodig-in-rotterdam-voor-aanpak-milieu-en-armoede,17 mei 18
Olieprijs stijgt boven $80 per vat,"Prijs voor Brentolie bereikt hoogste niveau sinds november 2014. Benzine aan Nederlandse pomp ook fors duurder met adviesprijs van €1,78 voor een liter euro 95.",https://fd.nl/beurs/1254585/olieprijs-stijgt-door-80-per-vat,17 mei 18
Shell is grootste dividendbetaler ter wereld,Wereldwijd betaalden beursgenoteerde bedrijven een recordbedrag van $1.252 mrd aan dividend in 2017. Dit jaar stijgt dat naar verwachting verder met bijna 8%.,https://fd.nl/ondernemen/1254574/shell-is-grootste-dividendbetaler-ter-wereld,17 mei 18
Brussel komt met nieuwe veiligheidseisen voor auto's,Autofabrikanten moeten over enkele jaren nieuwe modellen gaan uitrusten met meer technologische snufjes die de voertuigen veiliger maken.,https://fd.nl/economie-politiek/1254573/brussel-komt-met-nieuwe-veiligheidseisen-voor-auto-s,17 mei 18
Franse kappersgigant slaat toe in Nederland,"Kappersketens Cosmo Hairstyling, Team Kappers, Brainwash en Yes! Kappers gaan verder als één bedrijf.",https://fd.nl/ondernemen/1254401/franse-kappersgigant-slaat-toe-in-nederland,17 mei 18
Robeco Enhanced Indexing: beter dan de index?,"Indexbeleggen, maar dan met een selectie van wat aantrekkelijkere aandelen. Het kan. Maar waarom dan toch nog die koppeling aan de index?",https://fd.nl/werk-en-geld/1253994/robeco-enhanced-indexing-beter-dan-de-index,17 mei 18
Italiaanse aspirant-coalitiepartners nemen banken op de korrel,Lega en M5S willen bail-in-regels uitkleden en Monte dei Paschi direct besturen. ,https://fd.nl/beurs/1254584/italiaanse-aspirant-coalitiepartners-nemen-banken-op-de-korrel,17 mei 18
Omzet- en winstgroei RTL Nederland,Advertentiemarkt in een eerste kwartaal beter dan in zelfde periode vorig jaar.,https://fd.nl/ondernemen/1254580/omzet-en-winstgroei-rtl-nederland,17 mei 18
Servers koelen met olie blijkt toch te werken ,"Aan het koelen van servers door ze onder te dompelen in speciale vloeistof, kleefde lang een stigma: de techniek leidde eerder tot lekkage en was moeilijk te onderhouden. Het Haarlemse Asperitas lost dit probleem op door de vloeistof via een ingenieus systeem koel te houden.",https://fd.nl/morgen/1253362/servers-koelen-met-olie-blijkt-toch-te-werken,17 mei 18
Democratie: kiezen tussen een album of de liedjes,De studenten van Annet Aris waren heel verbaasd toen zij uitlegde dat in Nederland dertien politieke partijen zitting hebben in een parlement van 150 zetels ,https://fd.nl/morgen/1254227/democratie-kiezen-tussen-een-album-of-de-liedjes,17 mei 18
Verzekeraar NN snijdt €50 mln extra in de kosten,Extra banenverlies wordt door topman Lard Friese niet uitgesloten. NN behaalde in het eerste kwartaal een lagere winst door de hevige stormen in januari.,https://fd.nl/ondernemen/1254467/verzekeraar-nn-snijdt-50-mln-extra-in-de-kosten,17 mei 18
'Slimme fabriek' in voormalig complex van Philips Emmen officieel van start,Aantal werknemers moet binnen twee jaar uitgroeien tot circa 250,https://fd.nl/ondernemen/1254571/slimme-fabriek-in-voormalig-complex-van-philips-emmen-officieel-van-start,17 mei 18
Amsterdammers betalen een ton meer voor tussenwoning in het Gooi ,"Verhuizende Amsterdammers drijven waarschijnlijk de woningprijzen op in de gemeenten waar zij naar toe verhuizen, blijkt uit onderzoek van de Rabobank",https://fd.nl/economie-politiek/1254570/amsterdammers-betalen-gemiddeld-een-ton-meer-voor-tussenwoning-in-het-gooi,17 mei 18
Antea Group verdubbelt resultaat door aantrekkende markt ,Volgens bestuursvoorzitter Rob van Dongen van ingenieursbureau Antea Group Nederland 'vielen alle puzzelstukjes ineen' in 2017.,https://fd.nl/ondernemen/1254497/antea-verdubbelt-winst-na-reorganisatie-en-aantrekkende-markt,17 mei 18
‘Die vakantiebungalows zijn een plaag’,"Dat Texel na negen uur ’s avonds op slot zit, vinden Amsterdammer Nancy Pelgrim-Boskma en eilander Bart Esselman geen punt. Wat wel jammer is, is dat hoogopgeleide jongeren wegtrekken.",https://fd.nl/werk-en-geld/1253972/die-vakantiebungalows-zijn-een-plaag,17 mei 18
"Werkloosheid blijft op 3,9% steken",Aantal werkenden neemt sinds begin van dit jaar met 72.000 toe,https://fd.nl/economie-politiek/1254567/werkloosheid-blijft-op-3-9-steken,17 mei 18
Altice zegt dat reorganisatie effect begint te sorteren,Frans telecombedrijf ligt sind november onder vergrootglas vanwege problemen in thuismarkt.,https://fd.nl/beurs/1254566/altice-zegt-dat-reorganisatie-effect-begint-te-sorteren,17 mei 18
Pharming boekt eerste kwartaalwinst in zijn geschiedenis,"Biotechbedrijf ziet winst van €3,3 mln als mijlpaal na jaren van aanhoudende verliezen.",https://fd.nl/beurs/1254466/biotechbedrijf-pharming-boekt-eerste-kwartaalwinst-uit-geschiedenis-van-onderneming,17 mei 18
Eén grote heisessie,"Afgaande op alle heisessies en coachingstrajecten zou je kunnen denken dat werk hét vehikel is geworden voor persoonlijke groei. Schijn bedriegt, vindt FD Persoonlijk-redacteur Sanne Kloosterboer: de verheisessisering van het werkende bestaan heeft eigenlijk een ander doel.",https://fd.nl/fd-persoonlijk/1248656/een-grote-heisessie,17 mei 18
Vertragingen door oververhitte bouwmarkt drukken resultaat VolkerWessels,Ondanks winstdaling in eerste kwartaal houdt bouwconcern vast aan verwachting van hogere resultaten in 2018. Omzet stijgt en orderboek staat op recordniveau.,https://fd.nl/beurs/1254465/volkerwessels-meldt-vertraging-bij-projecten-handhaaft-outlook,17 mei 18
Senaatscommissie VS: Rusland probeerde Trump te helpen,Bevindingen van Senaat wijken af van die van het Huis van Afgevaardigden,https://fd.nl/economie-politiek/1254564/senaatscommissie-vs-rusland-probeerde-trump-te-helpen,17 mei 18
Ook aandeelhouders van Funda met elkaar in de clinch,Na de commissarissen vorige week roeren zich ook Funda-makelaars van het eerste uur zich over de koers van 's lands grootste huizensite.,https://fd.nl/ondernemen/1254524/ook-aandeelhouders-van-funda-met-elkaar-in-de-clinch,17 mei 18
"‘Wie denkt dat KLM alleen verder kan, leeft in een droom’",Jean-Marc Janaillac hoopt dat de schok rond zijn vertrek als ceo de impasse bij Air France-KLM doorbreekt. Een afscheidsinterview.,https://fd.nl/ondernemen/1254506/wie-denkt-dat-klm-alleen-verder-kan-leeft-in-een-droom,17 mei 18
‘Jonge accountant die klaagt over werkdruk hoort er niet bij’,"'Young professionals' willen graag praten over de werkdruk in de accountancy, maar alleen anoniem.",https://fd.nl/ondernemen/1254499/jonge-accountant-die-klaagt-over-werkdruk-hoort-er-niet-bij,17 mei 18
"Experts: pensioenpremie moet omhoog, of pensioen omlaag","Na jaren discussie over wel of niet korten op pensioenen, groei de aandacht voor een ander probleem te lage pensioenpremies. Dat blijkt in aanloop naar de ronde tafel vanavond in de Tweede Kamer met pensioendeskundigen.",https://fd.nl/economie-politiek/1254491/te-lage-pensioenpremies-hoger-op-agenda-bij-pensioenexperts,17 mei 18
Nabestaanden vermoorde activiste dagen FMO voor de rechter,Ontwikkelingsbank zou nalatig zijn geweest bij financiering waterkrachtcentrale in Honduras,https://fd.nl/economie-politiek/1254412/nabestaanden-vermoorde-activiste-dagen-fmo-voor-de-rechter,17 mei 18
Werkgeverslobby probeert crisis in eigen huis te bezweren,"VNO-NCW en MKB-Nederland willen samen verder, maar ondernemers en bestuursleden vrezen ‘FNV-achtige toestanden’.",https://fd.nl/economie-politiek/1254399/werkgeverslobby-probeert-crisis-in-eigen-huis-te-bezweren,17 mei 18
Werkgeversbolwerk ‘begint steeds meer op de FNV te lijken’,In ondernemerskringen leeft bredere kritiek vanwege de tanende invloed en legitimiteit van de bestuurders in de Malietoren. ,https://fd.nl/economie-politiek/1254258/werkgeversbolwerk-begint-steeds-meer-op-de-fnv-te-lijken,17 mei 18
"Rugbyer kiest de aanval, altijd en overal",Brent Wissink begint als financieel directeur van Takeaway.com aan een nieuwe termijn.,https://fd.nl/profiel/1254003/rugbyer-kiest-de-aanval-altijd-en-overal,17 mei 18
Senaat houdt vast aan gelijke behandeling voor alle websites op internet ,"Plan Trump om netneutraliteit op te heffen stuit op eerste struikelblok, Huis lijkt met Trump mee te gaan ",https://fd.nl/ondernemen/1254464/senaat-houdt-vast-aan-gelijke-behandeling-voor-alle-websites-op-internet,17 mei 18
Personalia 17-5-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1254498/personalia-17-5-2018,17 mei 18
Rutte noemt Trumps optreden rond Iran-deal 'lomp',"Vanzelfsprekendheid van 'trans-Atlantische vriendschap tussen VS, Canada en Europa' neemt af en EU moet meer eigen weg zoeken, zei de premier bij EU-top in Sofia.",https://fd.nl/economie-politiek/1254433/rutte-noemt-trumps-optreden-rond-iran-deal-lomp,17 mei 18
Personeel steeds meer knelpunt voor ondernemer,Ondernemersvertrouwen in tweede kwartaal omlaag. ,https://fd.nl/economie-politiek/1254423/personeel-steeds-meer-knelpunt-voor-ondernemer,17 mei 18
Amerikaanse belegger schudt zorgen van zich af,Warenhuis Macy's wint bijna 11% dankzij goede kwartaalcijfers. De Amerikaanse beurzen kennen verder een rustige dag.,https://fd.nl/beurs/1254421/vlakke-opening-wall-street-op-komst,16 mei 18
Hema veroordeeld wegens kopie Levi's spijkerbroek,Broeken komen naar oordeel van een Brusselse rechter te veel overeen met de stiksels op broeken van het Amerikaanse Levi's.,https://fd.nl/ondernemen/1254432/hema-veroordeeld-wegens-kopie-levi-s-spijkerbroek,16 mei 18
Britse menopauze,Ben Broadbent van de Bank of England ontketent een storm van verontwaardiging door de impasse in de Britse economie met een ogenschijnlijk seksistische analogie te duiden.,https://fd.nl/beurs/1254516/britse-menopauze,16 mei 18
Koopjesjagen of wegwezen op de opkomende markten,Angst voor tweede 'Taper Tantrum' duwt wisselkoersen omlaag.,https://fd.nl/beurs/1254513/koopjesjagen-of-wegwezen-op-de-opkomende-markten,16 mei 18
Bemande drone-taxi is een kwestie van tijd ,Een vraag is of de passagier van een drone-taxi in bezit moet zijn van een dronebrevet.,https://fd.nl/opinie/1254344/bemande-drone-taxi-is-een-kwestie-van-tijd,16 mei 18
Werknemers in zware beroepen na 45 jaar werken in AOW,Werknemers willen niet afgekeurd worden en gezond hun pensioen halen,https://fd.nl/opinie/1254237/werknemers-in-zware-beroepen-na-45-jaar-werken-in-aow,16 mei 18
Nieuwe privacyregels AVG bieden kansen voor innovatieve data-analyse,Door pseudonimisering is toestemming klant voor gegevensgebruik niet altijd nodig,https://fd.nl/opinie/1254234/nieuwe-privacyregels-avg-bieden-kansen-voor-innovatieve-data-analyse,16 mei 18
Cybersecurity vraagt om krachtig techbeleid EU ,Het waken over de veiligheid is een kerntaak van de regering. ,https://fd.nl/opinie/1254419/cybersecurity-vraagt-om-krachtig-techbeleid-eu,16 mei 18
Total dreigt met vertrek uit Iran wegens sancties VS,"Het bedrijf wil worden vrijgesteld van eventuele sancties, maar heeft hier geen zekerheid over gekregen. Total kan zich deze positie niet permitteren.",https://fd.nl/economie-politiek/1254537/total-dreigt-met-vertrek-uit-iran-wegens-sancties-vs,16 mei 18
"Zuckerberg komt naar Brussel, maar niet in het openbaar","Facebook-topman is bereid om met het Europees Parlement te praten over het recente dataschandaal bij zijn bedrijf, maar wel achter gesloten deuren.",https://fd.nl/economie-politiek/1254535/mark-zuckerberg-komt-naar-brussel,16 mei 18
Markten schrikken van anti-Europese coalitieplannen Italië,Conceptakkoord van coalitiepartners Lega en Vijfsterrenbeweging duidt op zware confrontatie met Frankfurt.,https://fd.nl/economie-politiek/1254398/lega-en-vijfsterrenbeweging-ecb-moet-250-mrd-aan-italiaanse-staatsobligaties-schrappen,16 mei 18
Nieuwe hypotheekaanbieder trekt buitenlandse financiering,"Steeds meer Nederlanders betalen binnenkort hun huis niet meer af aan de bank om de hoek, maar wel aan buitenlandse beleggingsfondsen. Tussenpartij Tulp Hypotheken verwacht zo een marktaandeel op te bouwen van goed een miljard euro.",https://fd.nl/beurs/1254525/nieuwe-hypotheekaanbieder-trekt-buitenlandse-financiering,16 mei 18
Vraagtekens bij miljoenen aan subsidie verstrekt door VWS ,"Ministerie van Volksgezondheid, Welzijn en Sport heeft zijn subsidiebeheer niet op orde, stelt de Algemene Rekenkamer.",https://fd.nl/economie-politiek/1254430/vraagtekens-bij-miljoenen-aan-subsidie-verstrekt-door-vws,16 mei 18
Kamer keert zich tegen Europese belasting voor internetbedrijven,Meerderheid vindt dat Brussel zich niet moet bemoeien met belastingbeleid. ,https://fd.nl/economie-politiek/1254531/kamer-keert-zich-tegen-europese-belasting-voor-internetbedrijven,16 mei 18
Aandeel ArcelorMittal wisselt naar dollars,"Bedrijf rapporteert al in dollars, waardoor een wissel het rekenwerk scheelt.",https://fd.nl/beurs/1254533/aandeel-arcelormittal-wisselt-naar-dollars,16 mei 18
"Goudprijs zakt nog steeds, maar wel wat minder snel","De prijs van het edelmetaal stabiliseerde woensdag iets, nadat het een dag eerder voor het eerst dit jaar onder de $1300 pond was gedoken.",https://fd.nl/beurs/1254431/goudprijs-stabiliseert-iets-na-flinke-val,16 mei 18
'Overheden zijn aanbestedingen meer gaan clusteren’,Bouwend Nederland constateert in de Tweede Kamer dat overheden ondanks goede voornemens juist meer zijn gaan clusteren bij aanbesteden. Kleine bedrijven zijn daarvan de dupe,https://fd.nl/economie-politiek/1254532/overheden-clusteren-aanbestedingen-meer,16 mei 18
Rave-olution,Voor jonge mensen gaat clubcultuur dieper dan hedonisme: het staat voor vrijheid en tolerantie,https://fd.nl/opinie/1254235/rave-olution,16 mei 18
Europese banken onderuit op politieke onrust Italië,"Rustige handelsdag in Amsterdam, met vooral bewegingen ingegeven door analistenrapporten.",https://fd.nl/beurs/1254400/vlakke-tot-licht-lagere-start-amsterdamse-beurs-verwacht,16 mei 18
VDL en DAF presenteren samen zware elektrische truck,"Eindhovense bedrijven ontwikkelen samen zware elektrische vrachtwagen. Wanneer de serieproductie volgt, is nog niet bekend.",https://fd.nl/ondernemen/1254427/vdl-en-daf-presenteren-samen-zware-elektrisch-truck,16 mei 18
Uitbaters speelautomaten eisen duidelijkheid politiek over online gokken,"Eindeloos getreuzel politiek kost Nederlandse aanbieders kansspelen extra geld, aldus brancheorganisatie VAN Kansspelen ",https://fd.nl/ondernemen/1254530/uitbaters-speelautomaten-eisen-duidelijkheid-politiek-over-online-gokken,16 mei 18
Salvini: met gestrekt been tegen Brussel ,De 45-jarige leider van de Italiaanse Liga Nord werkt aan grote anti-Europese plannen. ,https://fd.nl/profiel/1254529/salvini-met-gestrekt-been-tegen-brussel,16 mei 18
Bouwers van superjachten winnen fors marktaandeel ,De gemiddelde prijs van het in Nederland gebouwde superjacht steeg vorig jaar tot €57 mln. ,https://fd.nl/ondernemen/1254528/bouwers-van-superjachten-winnen-fors-marktaandeel,16 mei 18
"Geen tikkeltje te wild, amigo",Koninklijke Brill verwent zijn aandeelhouders met een dividend dat ruim drieënhalf keer hoger ligt dan de winst. Wat is er in hemelsnaam aan de hand bij dit bedaagde beursfonds?,https://fd.nl/ondernemen/1254428/geen-tikkeltje-te-wild-amigo,16 mei 18
Met nieuwe betaalmarkt verandert ook de rol van zijn ledenvereniging,"'De ontwikkelingen zijn heel turbulent', waarschuwt Betaalverenigingvoorzitter Lex Hoogduin.",https://fd.nl/beurs/1254523/met-een-nieuwe-betaalmarkt-verandert-ook-de-rol-van-zijn-ledenvereniging,16 mei 18
Waarborgfonds keert iets minder uit,Achtervang voor verkeersschades zet folie in tegen frauduleuze claims,https://fd.nl/ondernemen/1254518/waarborgfonds-keert-iets-minder-uit,16 mei 18
Van Oord schakelt voor baggervloot over op lng als scheepsbrandstof,Plannen passen bij duurzaamheidsambities van Zuidhollandse baggeraar ,https://fd.nl/ondernemen/1254426/van-oord-schakelt-voor-baggervloot-over-op-lng-als-scheepsbrandstof,16 mei 18
Fiscus wijst bezwaren af tegen btw-heffing voor privégebruik zakenauto,Belastingdienst niet overtuigd door overlegde kilometerregistraties van bijna tweeduizend ondernemers,https://fd.nl/economie-politiek/1254424/fiscus-wijst-bezwaren-af-tegen-btw-heffing-voor-privegebruik-zakenauto,16 mei 18
"Buitenlandse studenten minder welkom, maar voor even","Ondanks beperking van de toestroom, gaat op termijn de deur juist verder open voor internationale studenten. Ze zijn hard nodig voor de arbeidsmarkt.",https://fd.nl/economie-politiek/1254352/buitenlandse-studenten-minder-welkom-maar-voor-even,16 mei 18
Tusk: Europa is door Trump 'alle illusies kwijtgeraakt',Voorzitter van Europese Raad haalt voorafgaand aan nieuwe EU-top hard uit naar wispelturigheid van Amerikaanse president.,https://fd.nl/economie-politiek/1254422/tusk-europa-is-door-trump-alle-illusies-kwijtgeraakt,16 mei 18
Rekenkamer ziet opvallende transacties met rijksvastgoed ,Rijksvastgoedbedrijf verbloemt magere verkoopwinst door afboekingen.,https://fd.nl/economie-politiek/1254520/opvallende-transacties-met-rijksvastgoed,16 mei 18
Recordwinst voor Chinese techgigant Tencent,"Het bedrijf, eigenaar van WeChat, verraste beleggers, die door grote investeringen van Tencent juist op slechtere resultaten hadden gerekend.",https://fd.nl/ondernemen/1254519/recordwinst-voor-chinese-techgigant-tencent,16 mei 18
"De olieprijs stijgt rap, maar zo erg is dat niet meer","Het risico is vooral dat centrale bankiers, met name in de Verenigde Staten, te druistig reageren op zo'n schok. ",https://fd.nl/economie-politiek/1254236/de-olieprijs-stijgt-rap-maar-zo-erg-is-dat-niet-meer,16 mei 18
Haven Antwerpen ondervindt hinder van ‘pensioenstaking’,Vakbonden protesteren tegen plannen van regering-Michel om werknemers langer door te laten werken.,https://fd.nl/economie-politiek/1254514/haven-antwerpen-ondervindt-hinder-van-belgische-pensioenstaking,16 mei 18
Amsterdam zet radicaal de rem op toerisme,"Om de drukte in de stad te verminderen, moeten touringcars, de cruiseterminal en op- en afstapplaatsen voor rondvaartboten straks de stad uit. ",https://fd.nl/economie-politiek/1254418/amsterdam-legt-toeristenindustrie-aan-banden-met-radicale-maatregelen,16 mei 18
Rekenkamer tikt Koolmees op de vingers ,Uit het jaarverslag van het ministerie van Sociale Zaken en Werkgelegenheid is niet te halen welke resultaten zijn geboekt met re-integratie naar werk.,https://fd.nl/economie-politiek/1254509/rekenkamer-tikt-koolmees-op-de-vingers,16 mei 18
Terugdringen schadelijke uitlaatgassen zorgde voor geringe gezondheidswinst ,"De €409 mln kostende maatregelen die de uitstoot in het verkeer moesten terugdringen, hebben volgens de Rekenkamer tot een afname geleid van de totale ziekenlast van slechts 0,01%.",https://fd.nl/economie-politiek/1254505/rekenkamer-terugdringen-schadelijke-uitlaatgassen-zorgde-voor-geringe-gezondheidswinst,16 mei 18
Payroll Select weer geheel in handen van oprichter Rick Simons,Oost-Nederlands payrollbedrijf ziet omzet stijgen tot € 250 mln. ,https://fd.nl/ondernemen/1254503/payroll-select-weer-geheel-in-handen-van-oprichter-rick-simons,16 mei 18
Kamer fel gekant tegen toetreding Balkan tot EU ,Politieke partijen vinden dat de EU eerst maar eens weerbarstige lidstaten als Polen en Hongarije in het gareel moet krijgen voordat andere Balkanlanden mogen toetreden.,https://fd.nl/economie-politiek/1254414/kamer-fel-gekant-tegen-toetreding-balkan-tot-eu,16 mei 18
Softwarebedrijf Tie Kinetix lijdt verlies,De afbouw van activiteiten in Duitsland leidt tot een lagere omzet en bedrijfsresultaat.,https://fd.nl/ondernemen/1254501/softwarebedrijf-tie-kinetix-lijdt-verlies,16 mei 18
Zuckerberg verdient per (geleefde) dag meer dan Gates ,"De 54-jarige Amazon-oprichter Jeff Bezos bouwde tot nu toe een vermogen op van $133 mrd, wat overeen komt met gemiddeld $6,7 mln per dag.",https://fd.nl/ondernemen/1254494/zuckerberg-verdient-per-geleefde-dag-meer-dan-gates,16 mei 18
Vakbonden niet welkom bij rondetafelgesprek Kamer over pensioenen,"FNV, VCP en CNV voelen zich na jarenlang pleiten voor een kritische evaluatie van de pensioenregels gepasseerd door de Tweede Kamer.",https://fd.nl/economie-politiek/1254495/vakbonden-niet-welkom-bij-rondetafelgesprek-over-pensioenen,16 mei 18
Frankfurtse beursbedrijf Deutsche Börse gaat tot 50 banen schrappen,De nieuwe bestuursvoorzitter van het Duitse beursbedrijf wil de jaarlijkse uitgaven in 2020 met €100 mln hebben verlaagd. ,https://fd.nl/beurs/1254496/deutsche-borse-gaat-tot-50-banen-schrappen,16 mei 18
'Dieetgegevens gooien we voortaan na de reis meteen weg',Hoe bereiden kleine bedrijven en organisaties zich voor op de nieuwe privacywet? De manager bedrijfsvoering van de Nederlandse Kampeerauto Club vertelt.,https://fd.nl/ondernemen/1253541/dieetgegevens-gooien-we-voortaan-na-de-reis-meteen-weg,16 mei 18
'Hogere prijzen drukken vraag naar olie',Internationaal Energieagentschap stelt verwachting voor de vraag naar beneden bij ,https://fd.nl/beurs/1254406/hogere-prijzen-drukken-vraag-naar-olie,16 mei 18
FBI onderzoekt Cambridge Analytica,Amerikanen doen onderzoek naar controversieel onderzoeksbureau.,https://fd.nl/ondernemen/1254492/fbi-onderzoekt-cambridge-analytica,16 mei 18
Woon-werkhuis vlak bij Den Bosch,Iedere week bespreekt FD Persoonlijk een woning die op zoek is naar een nieuwe eigenaar.,https://fd.nl/fd-persoonlijk/1252105/woon-werkhuis-vlak-bij-den-bosch,16 mei 18
Zwakke milieuprestatie ondermijnt 'brede' welvaart in Nederland,Hoofdeconoom van het CBS: 'Met natuur en milieu maken we er een smeerbende van.',https://fd.nl/economie-politiek/1254493/zwakke-milieuprestatie-ondermijnt-brede-welvaart,16 mei 18
Rijksoverheid loopt vast in ICT-problemen ,"Rekenkamer ziet 35 onvolkomenheden bij ministeries, vooral bij Belastingdienst en in automatisering. ",https://fd.nl/economie-politiek/1254408/rekenkamer-hekelt-informatiebeveiliging-overheid,16 mei 18
Staatsschuld per huishouden ruim €3000 lager dan begroot,Minister Hoekstra van Financiën waarschuwt na jaren van meevallers nu voor tegenvallers. ,https://fd.nl/economie-politiek/1254490/staatsschuld-per-huishouden-ruim-3000-lager-dan-begroot,16 mei 18
Investeerder Wadinko neemt belang in koeriersdienst,Cycloon Post & Fietskoeriers biedt vooral werk aan mensen met een afstand tot de arbeidsmarkt.,https://fd.nl/ondernemen/1254405/investeerder-wadinko-neemt-belang-in-koeriersdienst,16 mei 18
Eerste Japanse unicorn Mercari naar de beurs,Japanse marktplaats met geschatte waarde van $2 mrd naar de beurs van Tokio.,https://fd.nl/beurs/1254402/eerste-japanse-unicorn-mercari-naar-de-beurs,16 mei 18
Heijmans verlaat met nieuwe kredietfaciliteit de ziekenboeg,"Het bouwbedrijf lost opnieuw eerder af en verlengt financiering tot in 2022. Als Heijmans afspraken haalt, zullen rentelasten meer dan halveren ten opzichte van eind vorig jaar. ",https://fd.nl/beurs/1254489/heijmans-te-snelle-invoering-gasloos-bouwen-zorgt-voor-vertraging-projecten,16 mei 18
Wiebes maakt afspraken met Shell en Exxon niet openbaar,Onderhandelingen met Shell en Exxon in afrondende fase. Afspraken blijven geheim.,https://fd.nl/economie-politiek/1254487/wiebes-maakt-afspraken-met-shell-en-exxon-niet-openbaar,16 mei 18
Noord-Korea dreigt top met VS af te zeggen,Noord-Korea wil niet stoppen met kernprogramma en dreigt top af te zeggen. ,https://fd.nl/economie-politiek/1254488/noord-korea-dreigt-top-met-vs-af-te-zeggen,16 mei 18
Voor het eerst in jaren minder hypotheken afgesloten,"Daling in woningverkoop raakt markt voor woningkredieten, totale hypotheeksom wel omhoog.",https://fd.nl/economie-politiek/1254366/voor-het-eerst-in-jaren-minder-hypotheken-afgesloten,16 mei 18
"Lukt Invest-NL wel, wat de Nederlandse Investeringsinstelling niet lukte?","Terwijl de ene investeringsinstelling de deuren sluit, staat een volgende op het punt aan de slag te gaan. ",https://fd.nl/economie-politiek/1254350/lukt-invest-nl-wel-wat-de-nederlandse-investeringsinstelling-niet-lukte,16 mei 18
Overheid zelf nog niet klaar voor privacywet,"De Belastingdienst overlegt met de Autoriteit Persoonsgegevens, maar de toezichthouder vindt dat de fiscus net als elke organisatie aan de wet moet voldoen.",https://fd.nl/economie-politiek/1254251/overheid-zelf-nog-niet-klaar-voor-privacywet,16 mei 18
Europese aandelen hebben de correctie alweer bijna overwonnen,"De Europese beurzen herstellen zelfs sneller dan de Amerikaanse, die aan een fantastisch cijferseizoen bezig zijn.",https://fd.nl/beurs/1254250/europese-aandelen-hebben-de-correctie-alweer-bijna-overwonnen,16 mei 18
Jonge accountants in de knel door hoge werkdruk ,"Accountants onder de 35 overwegen massaal het beroep te verlaten, blijkt uit onderzoek van Nyenrode.",https://fd.nl/ondernemen/1254232/jonge-accountants-in-de-knel-door-hoge-werkdruk,16 mei 18
"'Nederland heeft ons nodig, maar jullie willen ons niet'","Poolse flexwerkers zijn essentieel voor economie in de Betuwe, maar voelen zich gediscrimineerd.",https://fd.nl/economie-politiek/1253988/nederland-heeft-ons-nodig-maar-jullie-willen-ons-niet,16 mei 18
Gouden jaren van de grote merken zijn voorbij,Fabrikanten van massamerken verliezen al vijf jaar marktaandeel aan kleinere merken. ,https://fd.nl/ondernemen/1253254/gouden-jaren-van-de-grote-merken-zijn-voorbij,16 mei 18
Personalia 16-5-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1254239/personalia-16-5-2018,16 mei 18
Apple-medeoprichter Steve Wozniak: 'Ik knip alle banden met Google door',Wozniak deelt visie op toekomst van technologie. ,https://fd.nl/economie-politiek/1254262/apple-medeoprichter-steve-wozniak-ik-knip-alle-banden-met-google-door,15 mei 18
Bankier van Zuckerberg lanceert vermogensbeheerder voor happy few,Alleen toegang voor oprichters en vroege werknemers van succesvolle technologiebedrijven met een vermogen van $100 mln of meer.,https://fd.nl/ondernemen/1254371/bankier-lanceert-vermogensbeheerder-voor-happy-few,15 mei 18
Amerikaanse beurzen op verlies,"De Dow Jones-index, S&P 500 en Nasdaq klein procent lager.",https://fd.nl/beurs/1254255/wall-street-opent-lager,15 mei 18
Polder kibbelt over een lastig te bevatten quote ,Met een 'normale waarde' van 70% à 80% is er met arbeidsinkomensquote (aiq) niet veel mis,https://fd.nl/economie-politiek/1254357/polder-kibbelt-over-een-lastig-te-bevatten-quote,15 mei 18
Toekomst van luchtvaart verdeelt coalitie,VVD staat alleen met voorstel om plafond van 500.000 vliegbewegingen per jaar op Schiphol open te breken. ,https://fd.nl/economie-politiek/1254248/toekomst-van-luchtvaart-verdeelt-coalitie,15 mei 18
Cryptohandelaar zoekt $10 mrd bij professionele beleggers,Cryptobedrijf Coinbase verwacht met drie nieuwe producten een markt van $10 mrd aan te boren.,https://fd.nl/beurs/1254370/cryptohandelaar-zoekt-10-mrd-bij-professionele-beleggers,15 mei 18
